TransactionID,TransactionDate,TransactionTime,StoreID,StoreLocation,ProductCategory,ProductName,Quantity,UnitPrice,DiscountPercent,SalesAmount,PaymentMethod,CustomerType,Month,Weekday,Hour
BB100781,2026-03-14,09:47:00,101,Downtown Toronto,Bakery,Croissant,1,3.95,5,3.75,Mobile,Member,3,Saturday,9
BB100782,2026-02-16,07:54:00,103,Mississauga,Coffee,Flat White,1,5.75,0,5.75,Mobile,Guest,2,Monday,7
BB100783,2026-01-09,15:38:00,101,Downtown Toronto,Coffee,Flat White,2,5.75,10,10.35,Card,Member,1,Friday,15
BB100784,2026-02-21,08:07:00,101,Downtown Toronto,Bakery,Blueberry Muffin,1,3.75,0,3.75,Mobile,Guest,2,Saturday,8
BB100785,2026-03-02,14:08:00,106,Ottawa,Cold Drinks,Lemonade,1,4.25,0,4.25,Mobile,Guest,3,Monday,14
BB100786,2026-02-07,11:10:00,103,Mississauga,Coffee,Latte,1,5.5,0,5.5,Card,Guest,2,Saturday,11
BB100787,2026-03-14,17:13:00,103,Mississauga,Cold Drinks,Cold Brew,2,4.95,5,9.4,Card,Member,3,Saturday,17
BB100788,2026-03-17,07:49:00,106,Ottawa,Bakery,Chocolate Muffin,1,3.75,0,3.75,Mobile,Guest,3,Tuesday,7
BB100789,2026-02-19,12:03:00,101,Downtown Toronto,Bakery,Cookie,2,2.75,15,4.67,Card,Guest,2,Thursday,12
BB100790,2026-02-23,11:38:00,104,Vaughan,Cold Drinks,Lemonade,1,4.25,0,4.25,Mobile,Member,2,Monday,11
BB100791,2026-03-28,07:21:00,106,Ottawa,Tea,Green Tea,1,3.5,5,3.32,Mobile,Guest,3,Saturday,7
BB100792,2026-03-31,12:24:00,102,North York,Bakery,Brownie,2,3.5,0,7.0,Mobile,Member,3,Tuesday,12
BB100793,2026-02-25,16:53:00,103,Mississauga,Bakery,Blueberry Muffin,2,3.75,0,7.5,Mobile,Guest,2,Wednesday,16
BB100794,2026-03-13,07:52:00,102,North York,Bakery,Croissant,1,3.95,0,3.95,Card,Guest,3,Friday,7
BB100795,2026-03-11,11:57:00,106,Ottawa,Bakery,Chocolate Muffin,1,3.75,0,3.75,Card,Member,3,Wednesday,11
BB100796,2026-02-21,15:46:00,103,Mississauga,Breakfast,Breakfast Sandwich,1,6.95,0,6.95,Mobile,Member,2,Saturday,15
BB100797,2026-03-30,08:57:00,106,Ottawa,Bakery,Cookie,1,2.75,0,2.75,Card,Guest,3,Monday,8
BB100798,2026-03-21,19:00:00,103,Mississauga,Coffee,Cappuccino,2,5.25,0,10.5,Cash,Guest,3,Saturday,19
BB100799,2026-02-14,07:31:00,101,Downtown Toronto,Coffee,Espresso,1,3.25,0,3.25,Card,Member,2,Saturday,7
BB100800,2026-01-31,07:37:00,105,Hamilton,Tea,Matcha Latte,2,5.95,15,10.12,Card,Member,1,Saturday,7
BB100801,2026-02-02,15:35:00,103,Mississauga,Breakfast,Yogurt Parfait,1,5.25,0,5.25,Mobile,Member,2,Monday,15
BB100802,2026-01-20,11:16:00,105,Hamilton,Coffee,Flat White,1,5.75,0,5.75,Unknown,Member,1,Tuesday,11
BB100803,2026-02-20,13:18:00,106,Ottawa,Coffee,Espresso,1,3.25,0,3.25,Card,Guest,2,Friday,13
BB100804,2026-02-06,08:18:00,101,Downtown Toronto,Bakery,Croissant,2,3.95,0,7.9,Card,Member,2,Friday,8
BB100805,2026-03-02,12:58:00,102,North York,Coffee,Latte,2,5.5,0,11.0,Card,Guest,3,Monday,12
BB100806,2026-03-24,08:47:00,106,Ottawa,Bakery,Cookie,2,2.75,15,4.67,Mobile,Member,3,Tuesday,8
BB100807,2026-02-19,09:23:00,106,Ottawa,Coffee,Cappuccino,2,5.25,0,10.5,Cash,Member,2,Thursday,9
BB100808,2026-03-20,07:46:00,103,Mississauga,Bakery,Chocolate Muffin,2,3.75,0,7.5,Mobile,Guest,3,Friday,7
BB100809,2026-02-09,15:10:00,101,Downtown Toronto,Tea,Earl Grey,2,3.5,0,7.0,Card,Member,2,Monday,15
BB100810,2026-03-30,13:58:00,105,Hamilton,Bakery,Croissant,1,3.95,10,3.56,Card,Member,3,Monday,13
BB100811,2026-02-03,09:14:00,104,Vaughan,Tea,Green Tea,2,3.5,0,7.0,Card,Member,2,Tuesday,9
BB100812,2026-02-23,09:59:00,103,Mississauga,Bakery,Croissant,4,3.95,0,15.8,Card,Member,2,Monday,9
BB100813,2026-03-20,13:24:00,106,Ottawa,Coffee,Cappuccino,1,5.25,0,5.25,Card,Member,3,Friday,13
BB100814,2026-02-04,08:03:00,105,Hamilton,Tea,Green Tea,4,3.5,0,14.0,Card,Member,2,Wednesday,8
BB100815,2026-03-07,16:20:00,101,Downtown Toronto,Coffee,Mocha,5,5.95,0,29.75,Cash,Member,3,Saturday,16
BB100816,2026-01-15,08:13:00,104,Vaughan,Cold Drinks,Lemonade,1,4.25,5,4.04,Card,Guest,1,Thursday,8
BB100817,2026-03-13,17:17:00,102,North York,Breakfast,Yogurt Parfait,1,5.25,0,5.25,Card,Member,3,Friday,17
BB100818,2026-01-16,11:50:00,105,Hamilton,Bakery,Brownie,1,3.5,20,2.8,Cash,Member,1,Friday,11
BB100819,2026-03-14,12:25:00,104,Vaughan,Cold Drinks,Lemonade,1,4.25,5,4.04,Mobile,Member,3,Saturday,12
BB100820,2026-03-12,15:37:00,105,Hamilton,Bakery,Croissant,1,3.95,15,3.36,Mobile,Guest,3,Thursday,15
BB100821,2026-01-19,11:39:00,105,Hamilton,Cold Drinks,Strawberry Refresher,3,5.25,5,14.96,Card,Member,1,Monday,11
BB100822,2026-03-30,15:58:00,104,Vaughan,Coffee,Latte,1,5.5,0,5.5,Card,Guest,3,Monday,15
BB100823,2026-02-06,13:39:00,103,Mississauga,Tea,Green Tea,1,3.5,0,3.5,Cash,Guest,2,Friday,13
BB100824,2026-03-17,08:40:00,106,Ottawa,Bakery,Croissant,1,3.95,5,3.75,Card,Guest,3,Tuesday,8
BB100825,2026-01-15,08:28:00,102,North York,Bakery,Bagel,3,3.5,0,10.5,Card,Member,1,Thursday,8
BB100826,2026-02-01,13:02:00,101,Downtown Toronto,Coffee,Latte,2,5.5,5,10.45,Cash,Member,2,Sunday,13
BB100827,2026-02-12,17:08:00,104,Vaughan,Coffee,Americano,1,3.75,0,3.75,Card,Member,2,Thursday,17
BB100828,2026-02-27,07:59:00,106,Ottawa,Coffee,Cappuccino,1,5.25,20,4.2,Cash,Guest,2,Friday,7
BB100829,2026-01-13,12:13:00,103,Mississauga,Coffee,Flat White,2,5.75,0,11.5,Mobile,Member,1,Tuesday,12
BB100830,2026-03-16,16:02:00,105,Hamilton,Breakfast,Breakfast Sandwich,1,6.95,0,6.95,Card,Guest,3,Monday,16
BB100831,2026-01-14,16:14:00,105,Hamilton,Tea,Matcha Latte,1,5.95,0,5.95,Card,Member,1,Wednesday,16
BB100832,2026-01-30,14:29:00,105,Hamilton,Cold Drinks,Strawberry Refresher,1,5.25,0,5.25,Card,Guest,1,Friday,14
BB100833,2026-01-30,11:53:00,101,Downtown Toronto,Coffee,Flat White,1,5.75,20,4.6,Cash,Member,1,Friday,11
BB100834,2026-02-25,11:58:00,105,Hamilton,Coffee,Americano,2,3.75,0,7.5,Mobile,Member,2,Wednesday,11
BB100835,2026-01-17,07:09:00,105,Hamilton,Bakery,Blueberry Muffin,1,3.75,15,3.19,Mobile,Member,1,Saturday,7
BB100836,2026-03-01,13:12:00,103,Mississauga,Coffee,Mocha,2,5.95,0,11.9,Card,Guest,3,Sunday,13
BB100837,2026-01-06,08:58:00,106,Ottawa,Coffee,Americano,1,3.75,0,3.75,Card,Guest,1,Tuesday,8
BB100838,2026-02-16,09:04:00,105,Hamilton,Breakfast,Oatmeal,1,4.95,0,4.95,Mobile,Member,2,Monday,9
BB100839,2026-02-23,08:25:00,106,Ottawa,Bakery,Blueberry Muffin,2,3.75,0,7.5,Mobile,Guest,2,Monday,8
BB100840,2026-01-24,07:00:00,101,Downtown Toronto,Cold Drinks,Strawberry Refresher,5,5.25,0,26.25,Card,Guest,1,Saturday,7
BB100841,2026-02-12,07:02:00,102,North York,Coffee,Mocha,1,5.95,15,5.06,Card,Guest,2,Thursday,7
BB100842,2026-02-03,15:14:00,103,Mississauga,Coffee,Flat White,1,5.75,0,5.75,Card,Member,2,Tuesday,15
BB100843,2026-01-20,13:42:00,105,Hamilton,Bakery,Chocolate Muffin,1,3.75,0,3.75,Mobile,Member,1,Tuesday,13
BB100844,2026-01-10,09:01:00,102,North York,Cold Drinks,Cold Brew,1,4.95,0,4.95,Cash,Member,1,Saturday,9
BB100845,2026-03-01,12:01:00,105,Hamilton,Breakfast,Breakfast Sandwich,1,6.95,0,6.95,Mobile,Member,3,Sunday,12
BB100846,2026-03-13,09:50:00,105,Hamilton,Coffee,Cappuccino,1,5.25,0,5.25,Card,Member,3,Friday,9
BB100847,2026-02-22,11:39:00,104,Vaughan,Bakery,Croissant,2,3.95,5,7.5,Mobile,Guest,2,Sunday,11
BB100848,2026-02-02,09:40:00,103,Mississauga,Coffee,Espresso,1,3.25,0,3.25,Card,Guest,2,Monday,9
BB100849,2026-01-17,15:44:00,101,Downtown Toronto,Coffee,Flat White,2,5.75,0,11.5,Card,Member,1,Saturday,15
BB100850,2026-03-23,20:02:00,101,Downtown Toronto,Bakery,Bagel,4,3.5,0,14.0,Card,Member,3,Monday,20
BB100851,2026-02-20,18:28:00,105,Hamilton,Coffee,Cappuccino,2,5.25,0,10.5,Card,Guest,2,Friday,18
BB100852,2026-01-04,14:53:00,104,Vaughan,Breakfast,Breakfast Sandwich,5,6.95,0,34.75,Card,Member,1,Sunday,14
BB100853,2026-01-24,13:21:00,106,Ottawa,Cold Drinks,Iced Latte,1,5.75,0,5.75,Mobile,Member,1,Saturday,13
BB100854,2026-02-02,14:22:00,102,North York,Tea,Matcha Latte,1,5.95,0,5.95,Cash,Member,2,Monday,14
BB100855,2026-03-02,08:57:00,106,Ottawa,Breakfast,Yogurt Parfait,2,5.25,5,9.97,Mobile,Member,3,Monday,8
BB100856,2026-03-22,11:34:00,105,Hamilton,Coffee,Flat White,1,5.75,5,5.46,Cash,Member,3,Sunday,11
BB100857,2026-02-18,12:16:00,105,Hamilton,Bakery,Cookie,1,2.75,5,2.61,Mobile,Guest,2,Wednesday,12
BB100858,2026-01-15,09:17:00,101,Downtown Toronto,Cold Drinks,Lemonade,1,4.25,15,3.61,Card,Member,1,Thursday,9
BB100859,2026-01-12,15:35:00,103,Mississauga,Cold Drinks,Iced Coffee,3,4.75,5,13.54,Card,Guest,1,Monday,15
BB100860,2026-02-21,12:17:00,101,Downtown Toronto,Bakery,Cookie,1,2.75,0,2.75,Card,Guest,2,Saturday,12
BB100861,2026-03-09,20:21:00,106,Ottawa,Tea,Matcha Latte,1,5.95,0,5.95,Mobile,Member,3,Monday,20
BB100862,2026-01-29,09:24:00,102,North York,Bakery,Chocolate Muffin,2,3.75,0,7.5,Card,Guest,1,Thursday,9
BB100863,2026-03-20,17:26:00,102,North York,Tea,Earl Grey,1,3.5,0,3.5,Card,Member,3,Friday,17
BB100864,2026-02-07,11:01:00,105,Hamilton,Coffee,Americano,2,3.75,0,7.5,Card,Member,2,Saturday,11
BB100865,2026-02-11,13:47:00,104,Vaughan,Bakery,Croissant,1,3.95,15,3.36,Card,Guest,2,Wednesday,13
BB100866,2026-01-22,07:56:00,102,North York,Cold Drinks,Iced Latte,4,5.75,10,20.7,Mobile,Guest,1,Thursday,7
BB100867,2026-01-14,20:32:00,102,North York,Bakery,Bagel,1,3.5,0,3.5,Mobile,Member,1,Wednesday,20
BB100868,2026-02-11,09:03:00,106,Ottawa,Tea,Earl Grey,1,3.5,0,3.5,Mobile,Member,2,Wednesday,9
BB100869,2026-02-21,18:22:00,105,Hamilton,Breakfast,Oatmeal,2,4.95,0,9.9,Card,Member,2,Saturday,18
BB100870,2026-02-27,07:30:00,104,Vaughan,Bakery,Blueberry Muffin,2,3.75,0,7.5,Mobile,Member,2,Friday,7
BB100871,2026-01-08,09:06:00,106,Ottawa,Bakery,Blueberry Muffin,1,3.75,5,3.56,Unknown,Guest,1,Thursday,9
BB100872,2026-01-12,08:31:00,103,Mississauga,Coffee,Americano,2,3.75,0,7.5,Mobile,Guest,1,Monday,8
BB100873,2026-01-02,07:25:00,102,North York,Bakery,Croissant,2,3.95,0,7.9,Card,Guest,1,Friday,7
BB100874,2026-03-25,07:57:00,101,Downtown Toronto,Bakery,Croissant,1,3.95,0,3.95,Cash,Member,3,Wednesday,7
BB100875,2026-02-06,11:52:00,102,North York,Breakfast,Breakfast Sandwich,1,6.95,0,6.95,Card,Member,2,Friday,11
BB100876,2026-03-10,16:04:00,106,Ottawa,Tea,Green Tea,2,3.5,0,7.0,Card,Member,3,Tuesday,16
BB100877,2026-01-22,16:48:00,103,Mississauga,Bakery,Croissant,1,3.95,0,3.95,Card,Guest,1,Thursday,16
BB100878,2026-01-09,14:57:00,104,Vaughan,Breakfast,Breakfast Sandwich,1,6.95,0,6.95,Cash,Guest,1,Friday,14
BB100879,2026-01-25,08:18:00,104,Vaughan,Cold Drinks,Strawberry Refresher,1,5.25,0,5.25,Card,Guest,1,Sunday,8
BB100880,2026-01-28,08:58:00,106,Ottawa,Bakery,Cookie,3,2.75,0,8.25,Mobile,Guest,1,Wednesday,8
BB100881,2026-01-03,07:50:00,104,Vaughan,Cold Drinks,Iced Latte,1,5.75,5,5.46,Mobile,Guest,1,Saturday,7
BB100882,2026-02-26,08:07:00,104,Vaughan,Tea,Green Tea,1,3.5,0,3.5,Card,Guest,2,Thursday,8
BB100883,2026-03-29,09:35:00,103,Mississauga,Coffee,Latte,1,5.5,5,5.22,Card,Member,3,Sunday,9
BB100884,2026-01-17,12:27:00,106,Ottawa,Coffee,Latte,1,5.5,0,5.5,Card,Guest,1,Saturday,12
BB100885,2026-01-11,13:55:00,102,North York,Bakery,Croissant,1,3.95,0,3.95,Card,Member,1,Sunday,13
BB100886,2026-03-02,13:39:00,103,Mississauga,Cold Drinks,Lemonade,1,4.25,0,4.25,Mobile,Member,3,Monday,13
BB100887,2026-02-07,09:31:00,102,North York,Coffee,Cappuccino,2,5.25,0,10.5,Mobile,Guest,2,Saturday,9
BB100888,2026-01-23,15:13:00,104,Vaughan,Tea,Chai Latte,1,5.5,5,5.22,Card,Guest,1,Friday,15
BB100889,2026-02-10,20:50:00,103,Mississauga,Breakfast,Breakfast Sandwich,2,6.95,0,13.9,Card,Guest,2,Tuesday,20
BB100890,2026-02-04,07:39:00,106,Ottawa,Tea,Green Tea,1,3.5,0,3.5,Card,Guest,2,Wednesday,7
BB100891,2026-03-14,15:35:00,102,North York,Coffee,Latte,1,5.5,0,5.5,Mobile,Member,3,Saturday,15
BB100892,2026-01-28,13:28:00,106,Ottawa,Bakery,Brownie,1,3.5,0,3.5,Card,Guest,1,Wednesday,13
BB100893,2026-02-23,12:09:00,102,North York,Bakery,Croissant,2,3.95,0,7.9,Card,Member,2,Monday,12
BB100894,2026-02-09,07:23:00,106,Ottawa,Coffee,Americano,2,3.75,0,7.5,Cash,Member,2,Monday,7
BB100895,2026-01-27,14:15:00,106,Ottawa,Coffee,Espresso,5,3.25,5,15.44,Card,Member,1,Tuesday,14
BB100896,2026-02-27,12:27:00,106,Ottawa,Tea,Earl Grey,1,3.5,0,3.5,Card,Member,2,Friday,12
BB100897,2026-03-18,08:22:00,101,Downtown Toronto,Tea,Green Tea,1,3.5,0,3.5,Card,Guest,3,Wednesday,8
BB100898,2026-03-22,11:29:00,102,North York,Tea,Earl Grey,1,3.5,0,3.5,Card,Guest,3,Sunday,11
BB100899,2026-03-31,16:51:00,106,Ottawa,Coffee,Mocha,1,5.95,0,5.95,Mobile,Member,3,Tuesday,16
BB100900,2026-03-31,09:07:00,103,Mississauga,Bakery,Brownie,1,3.5,0,3.5,Cash,Member,3,Tuesday,9
BB100901,2026-02-13,16:33:00,104,Vaughan,Tea,Chai Latte,4,5.5,0,22.0,Mobile,Member,2,Friday,16
BB100902,2026-01-29,14:30:00,104,Vaughan,Tea,Chai Latte,2,5.5,0,11.0,Cash,Guest,1,Thursday,14
BB100903,2026-01-06,20:58:00,103,Mississauga,Coffee,Mocha,3,5.95,0,17.85,Mobile,Member,1,Tuesday,20
BB100904,2026-03-11,13:58:00,104,Vaughan,Cold Drinks,Iced Latte,3,5.75,0,17.25,Cash,Member,3,Wednesday,13
BB100905,2026-02-10,16:09:00,106,Ottawa,Bakery,Brownie,1,3.5,5,3.32,Cash,Member,2,Tuesday,16
BB100906,2026-03-12,09:42:00,104,Vaughan,Breakfast,Breakfast Sandwich,3,6.95,0,20.85,Card,Member,3,Thursday,9
BB100907,2026-02-18,20:16:00,102,North York,Tea,Matcha Latte,1,5.95,0,5.95,Mobile,Member,2,Wednesday,20
BB100908,2026-02-22,16:29:00,106,Ottawa,Coffee,Espresso,1,3.25,0,3.25,Card,Member,2,Sunday,16
BB100909,2026-03-02,13:37:00,103,Mississauga,Bakery,Croissant,1,3.95,0,3.95,Cash,Member,3,Monday,13
BB100910,2026-02-14,08:49:00,104,Vaughan,Bakery,Blueberry Muffin,4,3.75,0,15.0,Card,Guest,2,Saturday,8
BB100911,2026-03-23,09:33:00,104,Vaughan,Bakery,Bagel,1,3.5,5,3.32,Mobile,Member,3,Monday,9
BB100912,2026-03-16,16:17:00,102,North York,Bakery,Chocolate Muffin,1,3.75,0,3.75,Mobile,Guest,3,Monday,16
BB100913,2026-03-28,09:59:00,102,North York,Tea,Matcha Latte,1,5.95,0,5.95,Mobile,Member,3,Saturday,9
BB100914,2026-02-10,08:23:00,105,Hamilton,Tea,Green Tea,2,3.5,0,7.0,Card,Guest,2,Tuesday,8
BB100915,2026-03-31,12:36:00,103,Mississauga,Coffee,Espresso,1,3.25,10,2.93,Mobile,Member,3,Tuesday,12
BB100916,2026-03-12,15:51:00,105,Hamilton,Breakfast,Breakfast Sandwich,1,6.95,0,6.95,Mobile,Member,3,Thursday,15
BB100917,2026-02-24,09:27:00,106,Ottawa,Cold Drinks,Cold Brew,3,4.95,0,14.85,Card,Member,2,Tuesday,9
BB100918,2026-01-04,11:17:00,102,North York,Cold Drinks,Strawberry Refresher,1,5.25,0,5.25,Cash,Guest,1,Sunday,11
BB100919,2026-03-08,12:17:00,106,Ottawa,Cold Drinks,Iced Coffee,2,4.75,0,9.5,Card,Member,3,Sunday,12
BB100920,2026-03-12,13:44:00,102,North York,Cold Drinks,Iced Coffee,3,4.75,0,14.25,Card,Member,3,Thursday,13
BB100921,2026-01-23,12:04:00,101,Downtown Toronto,Bakery,Chocolate Muffin,1,3.75,0,3.75,Card,Member,1,Friday,12
BB100922,2026-03-06,12:20:00,103,Mississauga,Tea,Chai Latte,1,5.5,0,5.5,Cash,Member,3,Friday,12
BB100923,2026-03-04,09:11:00,103,Mississauga,Bakery,Bagel,4,3.5,0,14.0,Card,Member,3,Wednesday,9
BB100924,2026-02-05,12:30:00,103,Mississauga,Cold Drinks,Lemonade,2,4.25,0,8.5,Mobile,Member,2,Thursday,12
BB100925,2026-02-18,17:25:00,106,Ottawa,Coffee,Cappuccino,1,5.25,0,5.25,Card,Member,2,Wednesday,17
BB100926,2026-02-12,18:58:00,104,Vaughan,Bakery,Bagel,1,3.5,20,2.8,Card,Member,2,Thursday,18
BB100927,2026-03-02,12:44:00,101,Downtown Toronto,Breakfast,Yogurt Parfait,1,5.25,0,5.25,Card,Guest,3,Monday,12
BB100928,2026-02-04,14:01:00,103,Mississauga,Bakery,Chocolate Muffin,1,3.75,0,3.75,Card,Member,2,Wednesday,14
BB100929,2026-01-06,11:50:00,102,North York,Cold Drinks,Strawberry Refresher,2,5.25,0,10.5,Mobile,Member,1,Tuesday,11
BB100930,2026-02-23,13:46:00,106,Ottawa,Breakfast,Breakfast Sandwich,2,6.95,0,13.9,Card,Guest,2,Monday,13
BB100931,2026-03-12,15:03:00,103,Mississauga,Bakery,Croissant,1,3.95,0,3.95,Mobile,Member,3,Thursday,15
BB100932,2026-01-15,17:32:00,102,North York,Tea,Green Tea,2,3.5,0,7.0,Card,Guest,1,Thursday,17
BB100933,2026-02-07,08:12:00,102,North York,Breakfast,Oatmeal,1,4.95,0,4.95,Card,Member,2,Saturday,8
BB100934,2026-01-21,14:46:00,102,North York,Coffee,Americano,1,3.75,0,3.75,Card,Member,1,Wednesday,14
BB100935,2026-03-24,07:41:00,102,North York,Tea,Matcha Latte,1,5.95,0,5.95,Mobile,Member,3,Tuesday,7
BB100936,2026-01-04,12:16:00,106,Ottawa,Breakfast,Oatmeal,2,4.95,0,9.9,Mobile,Guest,1,Sunday,12
BB100937,2026-01-14,14:53:00,103,Mississauga,Cold Drinks,Lemonade,1,4.25,0,4.25,Card,Member,1,Wednesday,14
BB100938,2026-01-05,13:07:00,103,Mississauga,Coffee,Cappuccino,4,5.25,0,21.0,Mobile,Member,1,Monday,13
BB100939,2026-03-27,11:08:00,104,Vaughan,Bakery,Brownie,1,3.5,0,3.5,Mobile,Member,3,Friday,11
BB100940,2026-01-18,16:00:00,105,Hamilton,Cold Drinks,Iced Coffee,2,4.75,0,9.5,Mobile,Member,1,Sunday,16
BB100941,2026-03-21,07:20:00,105,Hamilton,Tea,Green Tea,1,3.5,0,3.5,Cash,Member,3,Saturday,7
BB100942,2026-02-27,09:50:00,103,Mississauga,Bakery,Blueberry Muffin,2,3.75,10,6.75,Mobile,Member,2,Friday,9
BB100943,2026-03-03,12:01:00,101,Downtown Toronto,Tea,Green Tea,5,3.5,0,17.5,Mobile,Member,3,Tuesday,12
BB100944,2026-01-11,16:51:00,105,Hamilton,Cold Drinks,Iced Latte,1,5.75,5,5.46,Card,Member,1,Sunday,16
BB100945,2026-01-12,16:09:00,106,Ottawa,Bakery,Blueberry Muffin,2,3.75,0,7.5,Mobile,Member,1,Monday,16
BB100946,2026-03-09,13:36:00,101,Downtown Toronto,Cold Drinks,Iced Latte,3,5.75,0,17.25,Mobile,Guest,3,Monday,13
BB100947,2026-02-27,07:21:00,106,Ottawa,Coffee,Cappuccino,1,5.25,0,5.25,Mobile,Member,2,Friday,7
BB100948,2026-01-06,07:16:00,104,Vaughan,Tea,Chai Latte,1,5.5,0,5.5,Card,Member,1,Tuesday,7
BB100949,2026-02-14,07:43:00,105,Hamilton,Coffee,Mocha,2,5.95,0,11.9,Card,Member,2,Saturday,7
BB100950,2026-02-02,14:10:00,106,Ottawa,Bakery,Blueberry Muffin,1,3.75,0,3.75,Cash,Member,2,Monday,14
BB100951,2026-01-18,16:12:00,106,Ottawa,Bakery,Blueberry Muffin,2,3.75,0,7.5,Mobile,Guest,1,Sunday,16
BB100952,2026-03-18,19:21:00,106,Ottawa,Cold Drinks,Iced Coffee,5,4.75,10,21.38,Card,Guest,3,Wednesday,19
BB100953,2026-02-16,12:48:00,102,North York,Breakfast,Yogurt Parfait,1,5.25,0,5.25,Card,Guest,2,Monday,12
BB100954,2026-02-14,12:12:00,103,Mississauga,Breakfast,Yogurt Parfait,3,5.25,0,15.75,Cash,Guest,2,Saturday,12
BB100955,2026-01-16,20:48:00,106,Ottawa,Breakfast,Breakfast Sandwich,2,6.95,0,13.9,Mobile,Guest,1,Friday,20
BB100956,2026-01-09,09:28:00,104,Vaughan,Coffee,Latte,1,5.5,0,5.5,Card,Guest,1,Friday,9
BB100957,2026-02-22,20:02:00,101,Downtown Toronto,Breakfast,Breakfast Sandwich,2,6.95,0,13.9,Card,Member,2,Sunday,20
BB100958,2026-03-22,08:08:00,104,Vaughan,Cold Drinks,Lemonade,1,4.25,0,4.25,Mobile,Member,3,Sunday,8
BB100959,2026-02-05,11:18:00,102,North York,Bakery,Blueberry Muffin,3,3.75,20,9.0,Card,Guest,2,Thursday,11
BB100960,2026-02-09,12:28:00,105,Hamilton,Breakfast,Breakfast Sandwich,5,6.95,0,34.75,Mobile,Guest,2,Monday,12
BB100961,2026-01-26,08:57:00,106,Ottawa,Cold Drinks,Strawberry Refresher,1,5.25,0,5.25,Card,Member,1,Monday,8
BB100962,2026-02-25,07:10:00,106,Ottawa,Tea,Chai Latte,2,5.5,0,11.0,Mobile,Guest,2,Wednesday,7
BB100963,2026-02-16,08:00:00,101,Downtown Toronto,Cold Drinks,Lemonade,2,4.25,5,8.07,Card,Guest,2,Monday,8
BB100964,2026-02-26,09:45:00,105,Hamilton,Tea,Green Tea,2,3.5,20,5.6,Card,Member,2,Thursday,9
BB100965,2026-03-26,13:37:00,106,Ottawa,Cold Drinks,Iced Coffee,1,4.75,20,3.8,Cash,Guest,3,Thursday,13
BB100966,2026-01-31,09:34:00,106,Ottawa,Cold Drinks,Iced Coffee,1,4.75,0,4.75,Card,Member,1,Saturday,9
BB100967,2026-03-28,11:28:00,102,North York,Tea,Chai Latte,5,5.5,0,27.5,Card,Guest,3,Saturday,11
BB100968,2026-03-03,09:37:00,103,Mississauga,Breakfast,Oatmeal,1,4.95,0,4.95,Mobile,Member,3,Tuesday,9
BB100969,2026-01-21,20:18:00,102,North York,Tea,Earl Grey,2,3.5,0,7.0,Cash,Guest,1,Wednesday,20
BB100970,2026-03-13,07:47:00,102,North York,Coffee,Mocha,1,5.95,0,5.95,Card,Member,3,Friday,7
BB100971,2026-01-06,16:58:00,105,Hamilton,Bakery,Brownie,3,3.5,0,10.5,Cash,Guest,1,Tuesday,16
BB100972,2026-02-19,07:03:00,104,Vaughan,Bakery,Croissant,2,3.95,0,7.9,Cash,Guest,2,Thursday,7
BB100973,2026-03-09,13:43:00,104,Vaughan,Coffee,Cappuccino,1,5.25,0,5.25,Card,Guest,3,Monday,13
BB100974,2026-03-03,20:07:00,101,Downtown Toronto,Coffee,Espresso,1,3.25,0,3.25,Mobile,Member,3,Tuesday,20
BB100975,2026-02-21,11:53:00,106,Ottawa,Cold Drinks,Cold Brew,4,4.95,0,19.8,Card,Member,2,Saturday,11
BB100976,2026-02-20,07:25:00,101,Downtown Toronto,Bakery,Croissant,2,3.95,0,7.9,Card,Guest,2,Friday,7
BB100977,2026-02-01,18:25:00,104,Vaughan,Bakery,Chocolate Muffin,3,3.75,0,11.25,Cash,Guest,2,Sunday,18
BB100978,2026-01-11,11:49:00,106,Ottawa,Tea,Earl Grey,1,3.5,0,3.5,Card,Member,1,Sunday,11
BB100979,2026-03-25,08:18:00,103,Mississauga,Cold Drinks,Cold Brew,1,4.95,0,4.95,Card,Member,3,Wednesday,8
BB100980,2026-01-21,13:39:00,105,Hamilton,Bakery,Bagel,1,3.5,0,3.5,Card,Guest,1,Wednesday,13
BB100981,2026-03-26,20:44:00,106,Ottawa,Cold Drinks,Strawberry Refresher,5,5.25,0,26.25,Card,Member,3,Thursday,20
BB100982,2026-03-10,08:02:00,101,Downtown Toronto,Breakfast,Oatmeal,2,4.95,0,9.9,Mobile,Member,3,Tuesday,8
BB100983,2026-02-18,13:06:00,105,Hamilton,Coffee,Flat White,5,5.75,0,28.75,Mobile,Guest,2,Wednesday,13
BB100984,2026-03-28,07:20:00,104,Vaughan,Cold Drinks,Strawberry Refresher,1,5.25,0,5.25,Mobile,Guest,3,Saturday,7
BB100985,2026-01-07,18:14:00,104,Vaughan,Bakery,Chocolate Muffin,2,3.75,0,7.5,Mobile,Guest,1,Wednesday,18
BB100986,2026-01-17,07:39:00,106,Ottawa,Bakery,Brownie,1,3.5,0,3.5,Card,Member,1,Saturday,7
BB100987,2026-03-30,16:50:00,103,Mississauga,Tea,Chai Latte,2,5.5,0,11.0,Mobile,Member,3,Monday,16
BB100988,2026-01-10,07:01:00,103,Mississauga,Bakery,Brownie,1,3.5,0,3.5,Cash,Member,1,Saturday,7
BB100989,2026-03-17,17:47:00,101,Downtown Toronto,Cold Drinks,Iced Coffee,1,4.75,0,4.75,Mobile,Member,3,Tuesday,17
